district,season,crop,soil,area,rainfall,temperature,yield
Thanjavur,Rabi,Soybean,Alluvial,4.96,39.3,29.5,1.35
Cuddalore,Rabi,Turmeric,Red,6.41,93.6,30.3,3.98
Kancheepuram,Rabi,Rice,Alluvial,0.88,71.9,28.6,3.98
Namakkal,Rabi,Green Gram,Loamy,3.99,26.6,29.3,1.23
Dindigul,Kharif,Chilli,Loamy,10.29,186.1,32.2,2.48
Tirunelveli,Kharif,Rice,Clay,7.05,123.9,31.2,3.83
Villupuram,Summer,Coconut,Loamy,7.7,106.5,40.3,2.15
Kancheepuram,Summer,Sunflower,Red,7.8,106.1,36.7,0.57
Namakkal,Summer,Turmeric,Loamy,3.86,101.8,21.0,3.73
Tiruppur,Rabi,Rice,Red,11.13,115.8,24.7,3.72
Villupuram,Rabi,Green Gram,Clay,9.72,154.2,28.2,0.74
Trichy,Kharif,Ragi,Red,10.67,257.0,39.2,0.87
Trichy,Rabi,Coconut,Clay,2.77,115.5,37.8,1.09
Thoothukudi,Summer,Soybean,Alluvial,3.84,23.0,27.6,1.31
Villupuram,Summer,Ragi,Red,0.54,34.9,21.1,2.41
Thoothukudi,Summer,Groundnut,Black,8.61,27.7,38.4,0.77
Thoothukudi,Rabi,Millets,Clay,0.55,30.1,29.7,1.55
Kancheepuram,Kharif,Sugarcane,Clay,4.97,266.1,33.4,5.93
Trichy,Rabi,Black Gram,Clay,11.65,100.8,26.8,0.99
Madurai,Summer,Soybean,Black,6.27,88.4,28.7,2.07
Vellore,Kharif,Groundnut,Red,5.64,196.0,23.9,1.5
Dindigul,Rabi,Sesame,Clay,11.1,134.8,32.5,0.73
Madurai,Summer,Sunflower,Loamy,10.59,29.0,39.3,0.3
Kancheepuram,Kharif,Coconut,Red,8.24,103.7,39.6,3.06
Cuddalore,Kharif,Sugarcane,Black,3.52,308.6,38.0,5.5
Tirunelveli,Rabi,Coconut,Clay,11.04,98.9,24.4,2.32
Erode,Kharif,Black Gram,Black,9.96,154.2,38.6,0.8
Trichy,Summer,Maize,Black,7.48,53.4,19.3,2.82
Namakkal,Kharif,Coconut,Red,3.76,133.9,30.5,3.89
Tirunelveli,Rabi,Maize,Red,4.3,138.1,40.8,3.1
Salem,Summer,Sugarcane,Loamy,1.29,92.0,36.3,6.11
Kancheepuram,Summer,Banana,Red,8.31,107.7,30.0,4.44
Villupuram,Rabi,Groundnut,Black,9.63,25.8,19.4,1.69
Thanjavur,Summer,Green Gram,Red,7.98,26.0,32.0,1.1
Namakkal,Kharif,Black Gram,Red,5.04,277.2,33.9,0.71
Trichy,Rabi,Millets,Black,11.34,71.9,29.5,1.93
Namakkal,Rabi,Chilli,Clay,3.95,135.7,40.3,2.11
Kancheepuram,Rabi,Sesame,Red,9.96,121.2,28.0,0.97
Kancheepuram,Kharif,Millets,Alluvial,7.72,231.8,27.2,0.81
Tiruppur,Summer,Cotton,Clay,11.73,42.2,35.5,1.44
Tirunelveli,Summer,Ragi,Clay,8.22,48.3,21.9,2.21
Madurai,Kharif,Cotton,Alluvial,6.25,259.5,23.7,1.31
Cuddalore,Summer,Sugarcane,Black,9.16,86.1,25.7,6.02
Thoothukudi,Summer,Sunflower,Alluvial,3.66,46.8,19.5,1.33
Madurai,Kharif,Chilli,Red,2.86,285.5,22.8,2.34
Coimbatore,Summer,Green Gram,Alluvial,8.79,99.2,32.2,0.95
Dindigul,Summer,Chilli,Red,4.77,108.2,30.7,2.95
Vellore,Summer,Banana,Black,4.19,73.9,27.8,4.31
Madurai,Kharif,Soybean,Alluvial,10.54,153.5,37.3,1.13
Dindigul,Rabi,Millets,Alluvial,9.82,30.8,38.2,1.06
Tirunelveli,Summer,Chilli,Alluvial,1.31,89.1,28.1,2.95
Trichy,Kharif,Cotton,Loamy,9.62,212.8,22.0,0.86
Tirunelveli,Rabi,Black Gram,Alluvial,10.25,69.6,27.8,1.19
Erode,Kharif,Cotton,Black,7.47,199.3,30.4,1.94
Dindigul,Rabi,Turmeric,Alluvial,2.07,87.8,34.7,2.58
Erode,Summer,Sunflower,Alluvial,3.45,76.0,38.1,1.12
Kancheepuram,Summer,Banana,Black,11.46,99.1,20.6,3.51
Dindigul,Rabi,Maize,Clay,6.55,118.2,24.1,3.57
Vellore,Kharif,Sugarcane,Clay,8.23,151.8,37.5,4.47
Salem,Rabi,Soybean,Clay,11.85,137.0,23.8,1.53
Cuddalore,Rabi,Turmeric,Clay,4.85,45.9,32.6,3.26
Thanjavur,Rabi,Cotton,Red,10.04,78.1,25.2,1.73
Salem,Rabi,Soybean,Red,2.03,70.4,41.5,0.99
Erode,Summer,Black Gram,Alluvial,7.84,65.9,18.3,0.9
Cuddalore,Rabi,Millets,Red,6.02,67.3,24.1,1.74
Erode,Kharif,Cotton,Clay,9.21,221.1,19.4,1.0
Tiruppur,Summer,Ragi,Black,4.61,89.0,20.8,2.25
Thanjavur,Rabi,Soybean,Red,4.15,154.0,20.2,1.42
Kancheepuram,Summer,Chilli,Red,7.29,61.6,22.6,2.3
Thanjavur,Summer,Groundnut,Loamy,5.92,76.0,25.2,2.56
Dindigul,Summer,Green Gram,Alluvial,5.58,83.1,30.3,1.22
Tiruppur,Summer,Coconut,Alluvial,5.53,11.2,22.1,3.23
Salem,Kharif,Coconut,Alluvial,7.92,236.4,22.0,4.12
Kancheepuram,Kharif,Banana,Red,11.53,287.9,35.0,3.65
Madurai,Kharif,Turmeric,Loamy,8.78,91.6,38.9,3.54
Vellore,Summer,Groundnut,Clay,0.98,20.8,38.1,0.95
Trichy,Rabi,Millets,Black,4.7,132.1,29.5,1.25
Kancheepuram,Rabi,Groundnut,Clay,0.57,151.6,19.3,1.67
Kancheepuram,Summer,Turmeric,Black,4.21,98.1,19.6,3.52
Madurai,Kharif,Millets,Alluvial,6.77,279.8,27.5,0.89
Dindigul,Summer,Chilli,Black,11.01,59.3,29.2,2.34
Salem,Rabi,Green Gram,Clay,4.56,155.7,41.5,0.42
Kancheepuram,Rabi,Turmeric,Red,8.86,101.1,32.9,3.17
Erode,Rabi,Rice,Clay,9.41,115.0,19.3,2.63
Vellore,Summer,Millets,Red,7.64,56.0,20.3,1.52
Kancheepuram,Kharif,Sugarcane,Black,8.56,93.9,22.1,4.99
Trichy,Summer,Groundnut,Loamy,7.74,54.0,36.9,1.4
Tirunelveli,Summer,Rice,Alluvial,1.82,37.9,23.4,2.46
Salem,Rabi,Rice,Clay,10.9,47.2,34.3,2.72
Cuddalore,Kharif,Rice,Alluvial,1.74,66.7,25.5,4.02
Madurai,Summer,Turmeric,Clay,5.37,24.6,30.4,2.86
Thanjavur,Rabi,Sugarcane,Alluvial,5.75,123.1,34.5,5.43
Villupuram,Rabi,Banana,Red,2.04,33.4,30.5,3.37
Erode,Summer,Black Gram,Alluvial,9.85,85.4,41.5,0.62
Tiruppur,Kharif,Sunflower,Red,5.78,255.2,22.1,1.17
Thoothukudi,Summer,Black Gram,Clay,4.29,76.6,37.1,0.72
Cuddalore,Summer,Cotton,Alluvial,2.69,70.4,21.3,1.19
Villupuram,Kharif,Millets,Clay,5.8,257.1,22.3,1.32
Thoothukudi,Rabi,Coconut,Loamy,6.59,89.0,23.4,3.65
Tiruppur,Summer,Rice,Clay,11.01,21.8,36.6,2.89
Vellore,Kharif,Chilli,Alluvial,10.75,85.7,36.9,2.32
Coimbatore,Rabi,Chilli,Clay,2.49,92.2,35.6,2.15
Villupuram,Rabi,Ragi,Loamy,4.92,43.9,38.9,1.58
Salem,Rabi,Turmeric,Clay,8.68,80.6,33.9,2.95
Tiruppur,Rabi,Sunflower,Alluvial,6.17,141.9,30.9,1.25
Tirunelveli,Rabi,Sugarcane,Alluvial,2.1,81.9,41.7,2.77
Erode,Summer,Millets,Red,10.99,77.9,21.6,1.04
Thoothukudi,Summer,Banana,Red,5.04,32.2,21.4,3.65
Trichy,Summer,Sesame,Red,4.43,98.3,25.5,0.74
Kancheepuram,Rabi,Sugarcane,Black,0.51,150.7,29.6,6.23
Villupuram,Kharif,Black Gram,Loamy,8.59,224.6,31.7,0.78
Trichy,Rabi,Soybean,Alluvial,10.23,103.1,40.2,0.73
Thanjavur,Summer,Millets,Red,2.51,41.9,33.8,1.44
Namakkal,Kharif,Rice,Alluvial,4.73,117.4,41.0,3.01
Kancheepuram,Kharif,Banana,Clay,4.38,239.8,41.4,2.98
Cuddalore,Summer,Groundnut,Red,5.7,67.8,18.6,1.62
Villupuram,Kharif,Sunflower,Clay,0.55,210.5,18.0,0.5
Trichy,Summer,Maize,Alluvial,11.54,24.4,34.3,3.46
Dindigul,Rabi,Rice,Alluvial,1.93,71.5,39.3,2.52
Cuddalore,Rabi,Banana,Loamy,4.92,153.3,24.0,5.13
Namakkal,Rabi,Chilli,Alluvial,8.55,95.6,20.6,3.07
Trichy,Kharif,Cotton,Red,3.38,244.4,21.3,1.08
Thoothukudi,Rabi,Chilli,Alluvial,3.6,65.6,32.3,2.69
Villupuram,Summer,Rice,Alluvial,1.54,49.5,24.3,3.07
Kancheepuram,Rabi,Turmeric,Black,11.24,83.4,29.5,3.29
Tirunelveli,Rabi,Sugarcane,Black,4.61,27.4,26.7,4.73
Thanjavur,Kharif,Sunflower,Clay,9.41,63.2,28.1,1.57
Dindigul,Rabi,Sesame,Loamy,8.56,87.8,26.2,0.88
Kancheepuram,Kharif,Cotton,Clay,3.37,294.0,35.6,0.95
Dindigul,Rabi,Soybean,Loamy,2.06,154.3,37.0,0.64
Erode,Summer,Turmeric,Red,4.92,93.4,31.5,4.19
Trichy,Rabi,Maize,Clay,1.37,131.2,36.5,2.97
Salem,Kharif,Turmeric,Loamy,7.85,86.8,27.7,4.55
Tirunelveli,Rabi,Coconut,Red,6.5,108.7,28.2,3.26
Tirunelveli,Kharif,Banana,Alluvial,5.43,213.3,29.5,3.92
Thoothukudi,Kharif,Cotton,Black,10.95,166.9,36.3,0.66
Tiruppur,Kharif,Ragi,Alluvial,4.92,128.5,33.7,1.58
Kancheepuram,Kharif,Chilli,Black,8.15,72.3,27.1,3.54
Tiruppur,Kharif,Turmeric,Clay,4.69,218.6,26.4,4.84
Kancheepuram,Summer,Sesame,Loamy,3.64,107.5,33.8,0.21
Vellore,Rabi,Sunflower,Alluvial,9.52,108.1,19.1,1.49
Coimbatore,Summer,Maize,Red,8.11,75.4,18.5,2.96
Tirunelveli,Kharif,Sesame,Red,10.77,138.3,28.8,0.97
Villupuram,Rabi,Sesame,Black,5.03,142.7,27.4,0.97
Salem,Summer,Sesame,Clay,6.12,13.4,24.3,0.61
Dindigul,Summer,Groundnut,Clay,0.98,86.7,21.1,1.76
Erode,Kharif,Chilli,Black,4.16,310.7,33.8,1.63
Tirunelveli,Rabi,Sesame,Alluvial,6.14,60.2,38.7,0.46
Coimbatore,Rabi,Green Gram,Clay,4.81,121.2,31.2,1.21
Vellore,Summer,Soybean,Black,10.32,101.7,31.2,1.39
Salem,Rabi,Green Gram,Black,9.29,20.9,29.6,1.02
Madurai,Summer,Sugarcane,Clay,8.67,85.5,21.3,3.84
Salem,Summer,Sesame,Clay,11.0,70.7,39.1,0.54
Cuddalore,Kharif,Soybean,Red,9.62,115.4,25.2,2.1
Namakkal,Kharif,Green Gram,Red,11.05,93.5,30.0,1.27
Tirunelveli,Summer,Sunflower,Loamy,9.77,70.8,18.3,1.38
Villupuram,Summer,Cotton,Loamy,10.99,10.9,25.2,0.85
Thoothukudi,Rabi,Rice,Red,1.55,32.0,28.4,3.47
Madurai,Summer,Turmeric,Black,10.04,12.6,20.1,2.59
Thanjavur,Kharif,Millets,Alluvial,3.1,69.7,40.3,1.2
Madurai,Kharif,Rice,Black,6.32,157.0,32.8,4.54
Trichy,Kharif,Maize,Clay,3.59,275.4,26.1,2.1
Tiruppur,Summer,Millets,Black,5.13,11.1,35.3,0.89
Coimbatore,Kharif,Sunflower,Red,5.41,164.1,30.6,1.09
Villupuram,Summer,Chilli,Red,3.83,68.3,24.8,2.45
Dindigul,Rabi,Coconut,Clay,4.88,106.7,34.5,2.08
Madurai,Summer,Cotton,Clay,2.75,101.6,18.1,0.98
Kancheepuram,Kharif,Maize,Loamy,10.3,265.0,39.5,1.11
Namakkal,Rabi,Groundnut,Red,6.4,49.5,23.2,2.34
Tirunelveli,Summer,Soybean,Red,0.8,47.5,33.7,1.48
Namakkal,Rabi,Sunflower,Clay,11.85,74.5,28.3,1.39
Tirunelveli,Kharif,Turmeric,Red,9.8,106.2,21.1,4.79
Tiruppur,Kharif,Green Gram,Alluvial,10.33,91.5,40.3,0.67
Vellore,Kharif,Sunflower,Black,9.9,171.9,21.7,1.45
Tirunelveli,Summer,Cotton,Alluvial,5.0,79.8,20.6,1.38
Thanjavur,Summer,Chilli,Alluvial,9.92,53.9,18.0,2.15
Thanjavur,Kharif,Ragi,Black,8.95,204.6,24.2,1.62
Tirunelveli,Kharif,Chilli,Loamy,9.98,208.9,28.8,2.56
Kancheepuram,Kharif,Coconut,Red,1.61,235.0,38.0,2.62
Trichy,Rabi,Green Gram,Alluvial,2.21,80.7,36.5,0.93
Cuddalore,Kharif,Millets,Loamy,9.48,147.4,31.7,1.06
Thoothukudi,Summer,Banana,Alluvial,1.27,49.0,22.6,4.82
Tirunelveli,Rabi,Rice,Black,5.25,48.5,30.0,3.08
Dindigul,Kharif,Sunflower,Black,11.34,75.9,40.8,0.98
Trichy,Rabi,Sesame,Clay,1.71,69.5,40.5,0.53
Erode,Summer,Rice,Alluvial,9.28,46.6,27.6,3.58
Dindigul,Rabi,Turmeric,Black,1.16,71.7,37.6,2.57
Thanjavur,Rabi,Sesame,Clay,9.64,24.2,40.5,0.22
Trichy,Summer,Soybean,Red,9.82,40.1,24.7,2.26
Madurai,Summer,Coconut,Red,5.17,72.1,40.1,2.21
Villupuram,Rabi,Sesame,Clay,9.89,23.9,30.0,0.63
Kancheepuram,Kharif,Sunflower,Black,9.24,96.3,31.4,0.96
Vellore,Summer,Green Gram,Black,8.03,38.8,35.1,0.75
Coimbatore,Kharif,Sunflower,Loamy,0.62,292.4,21.7,0.89
Vellore,Kharif,Ragi,Black,2.29,215.7,37.3,1.24
Villupuram,Kharif,Black Gram,Alluvial,4.8,296.6,19.5,0.62
Cuddalore,Kharif,Maize,Clay,10.11,113.5,37.9,2.29
Coimbatore,Summer,Cotton,Loamy,5.66,61.1,35.8,1.42
Trichy,Rabi,Soybean,Black,0.74,112.2,33.1,1.17
Trichy,Rabi,Coconut,Loamy,1.75,39.8,29.1,2.82
Tirunelveli,Summer,Coconut,Red,5.96,72.0,28.8,3.85
Dindigul,Rabi,Turmeric,Clay,11.03,94.8,19.8,3.46
Salem,Summer,Green Gram,Alluvial,8.14,35.6,35.4,0.81
Dindigul,Kharif,Groundnut,Alluvial,3.09,113.7,21.6,1.67
Tirunelveli,Summer,Sesame,Black,8.08,79.2,19.0,0.75
Tirunelveli,Kharif,Groundnut,Alluvial,10.51,301.4,33.8,0.93
Cuddalore,Summer,Banana,Loamy,7.67,72.6,36.4,3.37
Villupuram,Summer,Black Gram,Black,1.6,58.9,34.7,0.8
Thoothukudi,Summer,Green Gram,Black,8.0,73.4,33.9,0.95
Dindigul,Summer,Sunflower,Black,11.74,52.5,40.4,0.84
Kancheepuram,Summer,Banana,Clay,3.8,62.2,36.4,3.13
Villupuram,Kharif,Rice,Loamy,1.57,234.3,30.2,4.59
Madurai,Summer,Sunflower,Black,9.67,45.7,21.4,1.18
Namakkal,Kharif,Black Gram,Red,2.89,172.5,27.2,1.07
Erode,Rabi,Millets,Alluvial,2.38,100.5,33.3,1.07
Kancheepuram,Summer,Sesame,Black,2.97,82.5,34.8,0.48
Thoothukudi,Summer,Rice,Red,1.21,64.8,30.1,3.12
Trichy,Rabi,Millets,Red,11.43,57.5,41.1,1.17
Kancheepuram,Rabi,Banana,Loamy,1.9,38.1,24.8,4.21
Trichy,Summer,Groundnut,Black,3.66,56.2,37.0,0.86
Trichy,Rabi,Maize,Loamy,4.82,136.0,36.9,2.36
Erode,Rabi,Cotton,Alluvial,4.04,146.4,39.8,0.85
Tiruppur,Summer,Rice,Loamy,2.31,106.1,19.9,2.5
Thoothukudi,Kharif,Sugarcane,Black,5.25,292.8,34.9,6.31
Namakkal,Kharif,Cotton,Loamy,2.58,185.9,33.5,1.23
Trichy,Rabi,Cotton,Alluvial,6.36,88.4,34.5,1.33
Salem,Rabi,Millets,Alluvial,7.68,28.8,32.4,1.5
Cuddalore,Kharif,Cotton,Red,1.05,139.1,24.3,1.85
Dindigul,Summer,Millets,Clay,7.26,37.7,38.5,0.99
Trichy,Kharif,Black Gram,Black,4.14,66.6,33.0,1.25
Erode,Summer,Millets,Black,7.84,40.6,41.6,1.11
Kancheepuram,Kharif,Millets,Red,8.95,175.1,26.7,1.46
Tiruppur,Kharif,Chilli,Loamy,3.73,181.2,28.7,2.83
Namakkal,Rabi,Soybean,Alluvial,10.27,55.3,29.1,1.27
Thoothukudi,Kharif,Banana,Loamy,2.7,312.8,22.6,3.73
Erode,Summer,Groundnut,Loamy,4.81,20.1,33.4,1.29
Tiruppur,Kharif,Ragi,Black,8.44,192.5,32.4,1.37
Kancheepuram,Rabi,Sunflower,Black,4.85,67.8,39.1,1.36
Thoothukudi,Kharif,Green Gram,Black,5.88,119.9,35.0,0.64
Salem,Summer,Coconut,Alluvial,5.54,62.4,39.2,2.03
Erode,Rabi,Chilli,Loamy,3.07,35.8,37.4,2.05
Madurai,Kharif,Cotton,Alluvial,11.8,286.6,28.6,1.17
Thanjavur,Summer,Sesame,Clay,1.98,96.1,40.4,0.15
Salem,Kharif,Black Gram,Clay,0.9,243.7,28.8,0.53
Madurai,Rabi,Coconut,Clay,11.91,90.4,40.1,1.37
Namakkal,Rabi,Green Gram,Loamy,6.3,129.1,20.4,0.84
Thanjavur,Rabi,Banana,Black,7.29,98.6,37.1,3.34
Trichy,Kharif,Chilli,Red,7.03,263.4,26.6,1.83
Vellore,Kharif,Black Gram,Loamy,4.73,264.4,19.3,0.53
Dindigul,Summer,Sugarcane,Black,10.93,107.4,22.8,5.07
Tirunelveli,Rabi,Rice,Clay,1.41,154.3,29.0,4.24
Villupuram,Kharif,Coconut,Red,6.8,157.6,40.6,2.27
Kancheepuram,Rabi,Maize,Alluvial,10.33,79.3,26.8,3.76
Kancheepuram,Summer,Groundnut,Alluvial,6.52,47.8,40.2,0.94
Trichy,Kharif,Rice,Loamy,4.2,133.6,29.2,4.65
Kancheepuram,Kharif,Sesame,Black,11.66,93.2,20.2,0.93
Salem,Kharif,Maize,Alluvial,4.09,86.7,30.1,3.64
Tiruppur,Kharif,Groundnut,Alluvial,6.95,218.5,25.3,1.67
Trichy,Kharif,Rice,Red,4.42,259.9,40.9,1.85
Madurai,Rabi,Black Gram,Red,1.87,20.8,37.6,1.07
Coimbatore,Rabi,Sunflower,Red,8.62,89.6,39.2,1.2
Salem,Summer,Rice,Black,9.15,81.3,27.6,4.44
Tirunelveli,Rabi,Millets,Black,7.13,35.8,40.0,1.29
Dindigul,Kharif,Maize,Loamy,0.57,247.3,19.5,1.49
Dindigul,Kharif,Cotton,Clay,9.79,287.5,29.0,0.87
Erode,Summer,Groundnut,Black,2.79,19.4,29.0,1.59
Trichy,Summer,Millets,Clay,8.19,38.1,29.1,1.49
Tirunelveli,Kharif,Coconut,Loamy,0.65,106.5,33.6,3.37
Madurai,Kharif,Turmeric,Black,10.29,166.1,23.1,5.03
Trichy,Kharif,Soybean,Clay,9.83,174.1,21.6,1.35
Salem,Summer,Green Gram,Red,3.5,106.1,30.3,1.35
Madurai,Kharif,Coconut,Alluvial,3.33,294.3,29.2,3.79
Thoothukudi,Rabi,Sugarcane,Red,7.2,105.6,30.3,6.73
Namakkal,Rabi,Maize,Red,5.05,143.1,34.6,2.37
Erode,Rabi,Cotton,Black,10.11,97.2,40.4,0.89
Cuddalore,Rabi,Coconut,Loamy,2.46,46.1,18.3,2.32
Erode,Kharif,Groundnut,Red,6.45,224.1,29.4,2.1
Villupuram,Rabi,Sugarcane,Clay,5.38,92.0,27.8,5.63
Thanjavur,Kharif,Rice,Alluvial,7.5,77.1,24.6,4.21
Vellore,Rabi,Green Gram,Red,8.55,155.2,39.8,0.83
Salem,Kharif,Ragi,Alluvial,1.03,304.7,37.5,1.37
Coimbatore,Rabi,Sesame,Alluvial,0.6,30.9,36.5,0.42
Kancheepuram,Kharif,Rice,Loamy,9.5,150.3,28.3,3.78
Thanjavur,Kharif,Rice,Loamy,2.95,129.0,40.4,2.44
Madurai,Summer,Sugarcane,Loamy,10.69,30.9,20.0,4.08
Tiruppur,Summer,Sugarcane,Clay,11.62,11.6,26.1,6.02
Coimbatore,Rabi,Sugarcane,Clay,9.79,103.0,33.0,4.99
Erode,Summer,Soybean,Clay,0.99,24.3,19.5,1.27
Vellore,Rabi,Groundnut,Loamy,4.15,97.5,23.5,2.69
Villupuram,Kharif,Maize,Loamy,2.58,85.4,21.1,3.04
Trichy,Kharif,Groundnut,Clay,5.54,111.6,36.5,1.37
Thanjavur,Summer,Banana,Loamy,1.08,17.9,40.4,3.25
Coimbatore,Summer,Black Gram,Black,8.48,92.5,27.6,1.11
Madurai,Summer,Turmeric,Red,5.12,74.3,26.3,3.16
Dindigul,Kharif,Ragi,Alluvial,11.4,275.1,26.6,1.18
Namakkal,Summer,Sunflower,Alluvial,7.01,96.4,27.5,1.1
Tirunelveli,Kharif,Cotton,Red,4.31,293.1,30.1,1.12
Trichy,Summer,Cotton,Alluvial,10.86,26.0,22.8,1.4
Cuddalore,Summer,Green Gram,Clay,2.0,18.5,27.1,0.59
Dindigul,Kharif,Banana,Clay,8.09,201.9,31.4,4.42
Kancheepuram,Kharif,Turmeric,Loamy,10.26,136.9,25.2,5.13
Vellore,Summer,Ragi,Red,0.99,42.8,39.1,1.18
Trichy,Rabi,Millets,Loamy,9.59,57.8,18.8,1.81
Trichy,Summer,Banana,Black,4.73,82.5,30.7,3.66
Erode,Kharif,Sugarcane,Alluvial,3.34,223.7,24.7,6.68
Vellore,Kharif,Banana,Clay,8.76,108.8,33.5,3.58
Villupuram,Summer,Sesame,Alluvial,6.92,86.0,39.1,0.15
Kancheepuram,Kharif,Green Gram,Clay,1.15,123.9,23.8,0.66
Kancheepuram,Kharif,Green Gram,Alluvial,4.96,175.9,20.1,0.39
Madurai,Kharif,Green Gram,Alluvial,9.69,108.8,37.3,0.88
Namakkal,Summer,Turmeric,Clay,5.57,77.7,20.4,3.44
Salem,Kharif,Black Gram,Red,7.54,246.1,18.8,0.48
Madurai,Kharif,Black Gram,Black,3.71,151.8,41.1,1.01
Tiruppur,Summer,Ragi,Red,4.43,36.0,27.0,1.94
Vellore,Summer,Millets,Red,2.66,109.3,21.4,1.13
Namakkal,Summer,Banana,Loamy,9.35,74.1,31.8,4.36
Salem,Summer,Groundnut,Red,11.42,72.7,23.9,1.67
Dindigul,Rabi,Maize,Clay,1.81,126.3,23.3,3.54
Erode,Rabi,Cotton,Loamy,1.74,73.6,22.8,1.51
Kancheepuram,Rabi,Banana,Loamy,10.9,82.5,26.1,4.93
Thoothukudi,Summer,Black Gram,Clay,4.12,25.9,23.7,0.6
Namakkal,Kharif,Turmeric,Clay,0.6,147.2,34.3,4.06
Tiruppur,Rabi,Rice,Red,1.56,79.3,24.6,3.51
Madurai,Rabi,Cotton,Red,2.42,66.5,28.9,1.92
Tirunelveli,Summer,Soybean,Loamy,10.54,40.9,40.6,0.83
Villupuram,Kharif,Ragi,Red,7.5,146.3,23.2,1.82
Tiruppur,Summer,Ragi,Black,1.15,103.0,36.7,1.57
Namakkal,Rabi,Green Gram,Black,9.34,53.3,40.4,0.61
Kancheepuram,Kharif,Turmeric,Alluvial,5.59,236.6,28.4,4.03
Coimbatore,Summer,Maize,Red,0.66,31.6,40.1,2.18
Tirunelveli,Summer,Green Gram,Red,8.74,23.0,18.6,0.95
Cuddalore,Rabi,Green Gram,Alluvial,2.77,138.0,26.5,0.78
Thoothukudi,Kharif,Coconut,Loamy,5.63,63.8,35.1,2.96
Coimbatore,Rabi,Green Gram,Black,5.88,115.5,29.4,0.98
Namakkal,Summer,Black Gram,Alluvial,9.49,41.3,34.4,0.97
Thanjavur,Kharif,Maize,Red,10.05,315.5,21.1,1.9
Coimbatore,Rabi,Soybean,Black,2.91,35.4,36.2,1.58
Coimbatore,Kharif,Banana,Black,9.07,250.1,34.4,2.74
Trichy,Rabi,Soybean,Loamy,4.19,146.7,25.6,1.41
Cuddalore,Summer,Groundnut,Clay,7.33,79.4,35.5,1.62
Namakkal,Kharif,Green Gram,Alluvial,7.54,151.3,20.3,0.37
Cuddalore,Rabi,Groundnut,Alluvial,10.49,37.8,33.1,1.8
Trichy,Summer,Maize,Red,10.44,106.7,34.4,2.86
Dindigul,Kharif,Groundnut,Alluvial,5.69,84.4,24.2,2.41
Villupuram,Summer,Groundnut,Clay,4.53,90.6,39.5,0.74
Madurai,Rabi,Chilli,Red,1.72,30.5,29.2,3.27
Dindigul,Rabi,Maize,Loamy,6.79,104.5,36.6,2.52
Thanjavur,Rabi,Black Gram,Red,6.93,47.7,22.4,1.14
Coimbatore,Rabi,Turmeric,Clay,8.24,91.7,22.5,3.37
Tiruppur,Rabi,Cotton,Alluvial,3.83,34.0,32.1,1.36
Dindigul,Rabi,Millets,Black,7.74,68.0,25.3,1.8
Cuddalore,Summer,Coconut,Black,1.39,80.6,26.8,4.1
Villupuram,Summer,Groundnut,Red,7.01,56.3,20.8,1.65
Erode,Summer,Sesame,Clay,2.88,89.4,21.1,0.35
Tirunelveli,Summer,Soybean,Black,4.92,101.5,28.6,2.25
Villupuram,Rabi,Rice,Clay,2.0,71.9,31.5,3.32
Coimbatore,Summer,Cotton,Clay,3.6,73.6,20.0,1.35
Thanjavur,Summer,Millets,Clay,4.83,40.8,25.4,1.18
Thanjavur,Rabi,Millets,Black,1.76,131.7,31.9,1.07
Erode,Kharif,Rice,Black,3.79,284.2,19.1,2.9
Namakkal,Kharif,Cotton,Alluvial,0.74,102.4,22.3,1.81
Salem,Kharif,Coconut,Red,0.69,154.4,39.7,1.98
Thanjavur,Summer,Sunflower,Black,3.48,42.4,19.5,1.36
Trichy,Summer,Banana,Clay,1.4,39.4,37.7,3.65
Tirunelveli,Rabi,Groundnut,Clay,5.52,157.8,20.0,1.76
Villupuram,Kharif,Chilli,Red,9.22,126.6,25.4,3.54
Thoothukudi,Rabi,Soybean,Red,11.8,78.2,23.0,2.04
Kancheepuram,Kharif,Coconut,Red,9.84,171.3,26.0,4.9
Kancheepuram,Rabi,Millets,Black,4.93,68.4,19.9,1.14
Trichy,Rabi,Coconut,Red,4.91,118.1,40.3,2.16
Namakkal,Kharif,Chilli,Clay,5.13,279.3,23.1,1.26
Dindigul,Kharif,Soybean,Loamy,8.37,279.9,25.1,1.6
Cuddalore,Summer,Sesame,Black,3.41,35.1,39.1,0.22
Erode,Kharif,Sesame,Black,7.05,173.5,29.3,0.52
Vellore,Rabi,Millets,Clay,6.65,61.7,40.6,1.04
Tirunelveli,Rabi,Maize,Clay,11.71,95.7,24.5,3.46
Villupuram,Rabi,Soybean,Red,3.42,20.6,31.5,1.18
Tiruppur,Rabi,Sesame,Clay,10.87,101.8,26.1,0.86
Trichy,Rabi,Ragi,Alluvial,6.86,146.2,18.4,1.8
Tirunelveli,Rabi,Soybean,Loamy,7.09,32.4,36.4,0.3
Villupuram,Rabi,Rice,Loamy,4.27,76.1,20.3,3.21
Erode,Rabi,Coconut,Black,10.72,113.3,26.8,2.78
Thanjavur,Summer,Groundnut,Loamy,5.73,17.0,41.5,1.35
Tiruppur,Kharif,Green Gram,Loamy,1.52,169.3,32.0,1.14
Tiruppur,Rabi,Green Gram,Red,4.58,33.2,40.8,0.79
Dindigul,Summer,Black Gram,Alluvial,7.36,91.9,19.8,0.6
